Member_number,Recency,Frequency,Monetary,Cluster
KH5021,326.0,22.0,272.0,Churned Customers
KH5022,276.0,19.0,100.0,Churned Customers
KH5023,100.0,15.0,38.0,Potential Loyalists
KH5024,71.0,24.0,296.0,Loyal Customers
KH5025,399,18,100,Churned Customers
KH5026,305,22,100,Churned Customers
KH5027,694,26,293,One-time Shoppers
KH5028,273,18,100,Big Spenders
KH5029,405,17,63,Churned Customers
KH5030,170.0,40.0,300.0,Loyal Customers
KH5031,132,151,122,Loyal Customers
